timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1965521,1.965,3.07,0.293,0.404,0.081,0.059,0.069,0.094
1966521,2.14,2.99,0.314,0.394,0.084,0.07,0.053,0.085
1967521,0.5316,3.0,0.289,0.389,0.084,0.072,0.063,0.103
1968521,2.1828,3.05,0.307,0.384,0.074,0.085,0.059,0.091
1969521,0.6568,3.09,0.315,0.379,0.081,0.071,0.059,0.095
1970521,2.5136,2.92,0.275,0.387,0.091,0.082,0.063,0.102
1971521,0.9768,3.05,0.277,0.381,0.089,0.077,0.07,0.106
1972521,1.5964,2.68,0.286,0.389,0.089,0.074,0.064,0.098
1973521,0.9476,2.94,0.295,0.391,0.097,0.068,0.06,0.089
1974521,2.0554,2.93,0.31,0.38,0.084,0.086,0.048,0.092
1975521,2.3748,2.96,0.276,0.382,0.072,0.078,0.071,0.121
1976521,2.35,2.79,0.312,0.4,0.084,0.059,0.056,0.089
1977521,1.2452,2.94,0.287,0.378,0.08,0.085,0.059,0.111
1978521,0.9944,2.68,0.295,0.393,0.1,0.059,0.052,0.101
1979521,2.9044,3.16,0.307,0.394,0.076,0.07,0.055,0.098
1980521,1.2174,2.83,0.318,0.375,0.092,0.077,0.048,0.09
1981521,2.5496,2.88,0.286,0.376,0.079,0.09,0.059,0.11
1982521,0.8578,2.99,0.298,0.397,0.07,0.072,0.054,0.109
1983521,0.7204,2.82,0.301,0.387,0.065,0.073,0.067,0.107
1984521,2.4424,2.85,0.285,0.366,0.077,0.096,0.059,0.117
1985521,0.735,2.82,0.29,0.375,0.088,0.079,0.066,0.102
1986521,0.8616,3.08,0.309,0.387,0.073,0.074,0.064,0.093
1987521,3.4132,2.91,0.263,0.38,0.082,0.09,0.073,0.112
1988521,1.5968,2.76,0.298,0.39,0.082,0.071,0.068,0.091
1989521,1.6588,3.12,0.287,0.375,0.081,0.074,0.068,0.115
1990521,2.0728,2.93,0.279,0.385,0.089,0.081,0.069,0.097
1991521,0.9484,2.97,0.305,0.38,0.065,0.079,0.063,0.108
1992521,2.169,2.88,0.282,0.387,0.096,0.069,0.063,0.103
1993521,1.2394,2.77,0.296,0.38,0.092,0.064,0.064,0.104
1994521,0.312,2.92,0.288,0.364,0.075,0.092,0.064,0.117
1995521,1.5416,2.86,0.305,0.369,0.073,0.091,0.064,0.098
1996521,1.4602,2.86,0.301,0.375,0.087,0.085,0.053,0.099
1997521,1.7328,2.84,0.269,0.374,0.095,0.089,0.06,0.113
1998521,2.6556,2.85,0.285,0.366,0.104,0.084,0.058,0.103
1999521,0.6,2.92,0.311,0.392,0.079,0.073,0.054,0.091
2000521,1.7794,2.81,0.293,0.372,0.093,0.092,0.051,0.099
2001521,0.6196,2.97,0.275,0.359,0.101,0.095,0.056,0.114
2002521,0.6128,2.88,0.287,0.378,0.078,0.082,0.063,0.112
2003521,2.2736,2.85,0.287,0.374,0.071,0.093,0.062,0.113
2004521,0.592,2.94,0.291,0.364,0.084,0.079,0.064,0.118
2004992,2.6448,2.81,0.2611,0.3652,0.0786,0.0934,0.0722,0.1295
