timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1170521,4.058,2.16,0.128,0.157,0.038,0.084,0.43,0.163
1171521,3.7,2.12,0.143,0.134,0.032,0.09,0.435,0.166
1172521,1.8844,2.0,0.125,0.152,0.04,0.092,0.42,0.171
1173521,4.152,2.05,0.139,0.149,0.035,0.089,0.431,0.157
1174521,2.731,1.94,0.14,0.139,0.038,0.093,0.433,0.157
1175521,4.932,2.17,0.137,0.141,0.044,0.083,0.419,0.176
1176521,5.133,2.13,0.134,0.145,0.04,0.111,0.409,0.161
1177521,4.5084,2.08,0.134,0.135,0.04,0.112,0.402,0.177
1178521,5.343,2.03,0.134,0.133,0.038,0.09,0.407,0.198
1179521,2.5294,1.97,0.141,0.141,0.032,0.09,0.42,0.176
1180521,2.3464,2.12,0.115,0.16,0.03,0.088,0.416,0.191
1181521,5.947,2.08,0.14,0.142,0.04,0.092,0.408,0.178
1182521,5.6988,2.31,0.11,0.154,0.028,0.092,0.425,0.191
1183521,2.2874,2.09,0.121,0.154,0.041,0.072,0.441,0.171
1184521,3.2136,2.03,0.117,0.154,0.035,0.091,0.413,0.19
1185521,2.0708,2.08,0.139,0.149,0.035,0.085,0.397,0.195
1186521,1.876,2.24,0.1,0.17,0.034,0.088,0.397,0.211
1187521,4.1534,2.23,0.112,0.178,0.04,0.083,0.401,0.186
1188521,3.1684,1.98,0.129,0.148,0.026,0.093,0.416,0.188
1189521,2.2602,2.19,0.142,0.139,0.028,0.109,0.401,0.181
1190521,2.445,1.9,0.155,0.125,0.028,0.087,0.433,0.172
1191521,3.1002,2.05,0.135,0.141,0.028,0.095,0.415,0.186
1192521,3.065,2.04,0.127,0.144,0.039,0.087,0.422,0.181
1193521,1.74,2.25,0.128,0.149,0.039,0.094,0.41,0.18
1194521,2.0842,2.22,0.097,0.173,0.035,0.095,0.426,0.174
1195521,4.3236,2.14,0.104,0.163,0.034,0.086,0.421,0.192
1196521,3.98,2.12,0.114,0.156,0.036,0.096,0.408,0.19
1197521,2.862,2.27,0.106,0.162,0.041,0.082,0.428,0.181
1198521,2.775,2.02,0.139,0.135,0.028,0.073,0.442,0.183
1199521,2.065,2.07,0.122,0.148,0.044,0.085,0.417,0.184
1200521,1.886,2.24,0.117,0.159,0.036,0.084,0.41,0.194
1201521,2.672,2.23,0.102,0.17,0.035,0.091,0.398,0.204
1202521,0.689,2.14,0.117,0.138,0.015,0.094,0.438,0.198
1203521,1.964,1.93,0.117,0.158,0.033,0.077,0.428,0.187
1204521,3.412,2.25,0.095,0.18,0.04,0.083,0.415,0.187
1205521,2.796,2.05,0.125,0.153,0.039,0.075,0.435,0.173
1206521,4.1326,2.17,0.119,0.158,0.038,0.086,0.426,0.173
1207521,4.786,2.23,0.114,0.154,0.026,0.083,0.455,0.168
1208521,2.9604,2.15,0.121,0.148,0.018,0.08,0.461,0.172
1209521,1.878,2.07,0.121,0.151,0.02,0.081,0.447,0.18
1210521,3.876,2.11,0.123,0.154,0.04,0.081,0.44,0.162
1211521,1.0212,2.18,0.115,0.152,0.033,0.088,0.424,0.188
1212521,-0.03,2.04,0.109,0.158,0.036,0.099,0.43,0.168
1213521,0.991,1.97,0.117,0.132,0.026,0.089,0.447,0.189
1214521,5.792,2.09,0.107,0.15,0.031,0.098,0.425,0.189
1215521,4.1332,2.2,0.113,0.156,0.025,0.09,0.411,0.205
1216521,-0.326,2.08,0.115,0.151,0.027,0.091,0.428,0.188
1217521,1.6188,1.99,0.136,0.145,0.037,0.072,0.446,0.164
1218521,1.608,2.05,0.132,0.13,0.033,0.103,0.438,0.164
1219521,-0.013,2.08,0.122,0.147,0.027,0.086,0.435,0.183
1220521,2.157,2.11,0.111,0.153,0.032,0.095,0.423,0.186
1221521,6.4004,2.14,0.121,0.151,0.038,0.077,0.44,0.173
1222521,3.362,2.08,0.127,0.138,0.033,0.088,0.426,0.188
1223521,3.9686,2.07,0.123,0.148,0.027,0.082,0.431,0.189
1224521,2.5532,2.16,0.128,0.14,0.025,0.074,0.431,0.202
1225521,0.7174,2.23,0.11,0.158,0.022,0.077,0.43,0.203
1226521,5.479,2.01,0.117,0.144,0.043,0.073,0.432,0.191
1227521,4.114,2.18,0.107,0.153,0.03,0.082,0.424,0.204
1228521,3.25,2.09,0.117,0.144,0.027,0.068,0.461,0.183
1229521,4.0974,2.08,0.121,0.139,0.024,0.08,0.433,0.203
1230521,5.5394,2.11,0.126,0.146,0.035,0.069,0.427,0.197
1231521,2.67,2.15,0.125,0.145,0.014,0.07,0.465,0.181
1232521,2.1502,2.2,0.119,0.144,0.024,0.076,0.437,0.2
1233521,1.734,2.08,0.107,0.158,0.016,0.063,0.449,0.207
1234521,3.577,2.14,0.107,0.162,0.021,0.067,0.441,0.202
1235521,0.71,2.04,0.12,0.146,0.021,0.073,0.443,0.197
1236521,0.707,2.07,0.111,0.161,0.03,0.076,0.418,0.204
1237521,6.151,2.22,0.093,0.17,0.015,0.065,0.419,0.238
1238521,3.7114,2.03,0.121,0.152,0.021,0.058,0.444,0.204
1239521,2.851,2.16,0.13,0.148,0.02,0.058,0.432,0.212
1240521,2.024,1.97,0.134,0.137,0.019,0.055,0.432,0.223
1241521,3.1102,2.18,0.124,0.142,0.022,0.063,0.437,0.212
1242521,2.991,2.1,0.119,0.146,0.024,0.066,0.424,0.221
1243521,1.495,1.94,0.139,0.143,0.023,0.058,0.44,0.197
1244521,2.855,2.02,0.121,0.149,0.018,0.075,0.418,0.219
1245521,1.869,2.08,0.127,0.148,0.017,0.058,0.441,0.209
1246521,2.315,1.95,0.134,0.141,0.024,0.068,0.428,0.205
1247521,2.73,2.02,0.136,0.146,0.015,0.062,0.428,0.213
1248521,0.1298,1.99,0.143,0.138,0.025,0.068,0.426,0.2
1249521,1.411,2.19,0.139,0.139,0.018,0.068,0.426,0.21
1250521,4.853,2.07,0.131,0.157,0.019,0.06,0.427,0.206
1251521,4.027,1.98,0.137,0.15,0.023,0.063,0.428,0.199
1252521,2.6556,2.16,0.129,0.157,0.022,0.074,0.407,0.211
1253521,0.3532,2.07,0.143,0.154,0.027,0.051,0.426,0.199
1254521,3.7,2.05,0.138,0.143,0.021,0.072,0.421,0.205
1255521,2.948,2.26,0.141,0.147,0.017,0.073,0.398,0.224
1256521,3.884,1.98,0.141,0.141,0.021,0.068,0.412,0.217
1257521,2.901,2.01,0.136,0.152,0.009,0.063,0.419,0.221
1258521,2.22,2.04,0.146,0.142,0.022,0.056,0.438,0.196
1259521,2.005,2.06,0.143,0.142,0.019,0.054,0.435,0.207
1260521,3.6626,2.05,0.165,0.136,0.021,0.06,0.41,0.208
1261521,1.737,2.02,0.152,0.136,0.021,0.066,0.416,0.209
1262521,1.4472,2.13,0.158,0.127,0.013,0.056,0.427,0.219
1263521,3.806,2.05,0.134,0.144,0.024,0.059,0.422,0.217
1264521,-0.7146,2.05,0.136,0.145,0.023,0.056,0.426,0.214
1265521,2.39,2.19,0.135,0.146,0.013,0.049,0.441,0.216
1266521,3.179,2.03,0.133,0.149,0.013,0.056,0.436,0.213
1267521,4.289,2.04,0.139,0.153,0.012,0.055,0.443,0.198
1268521,4.355,2.05,0.13,0.148,0.014,0.065,0.43,0.213
1269521,1.65,2.06,0.134,0.136,0.016,0.058,0.441,0.215
1270521,2.2454,2.22,0.123,0.164,0.016,0.052,0.44,0.205
1271521,3.8456,2.01,0.135,0.14,0.026,0.06,0.438,0.201
1272521,2.5512,2.11,0.131,0.142,0.01,0.058,0.448,0.211
1273521,2.12,1.99,0.15,0.122,0.009,0.05,0.476,0.193
1274521,1.017,1.98,0.147,0.13,0.008,0.064,0.447,0.204
1275521,2.073,2.02,0.126,0.156,0.011,0.064,0.442,0.201
1276521,2.237,2.13,0.127,0.136,0.006,0.071,0.453,0.207
1277521,1.715,1.93,0.142,0.139,0.009,0.062,0.444,0.204
1278521,2.882,2.16,0.111,0.16,0.016,0.051,0.457,0.205
1279521,3.2604,2.02,0.137,0.152,0.015,0.077,0.431,0.188
1280521,4.4742,2.19,0.135,0.149,0.015,0.063,0.455,0.183
1281521,2.7494,1.96,0.129,0.154,0.021,0.063,0.437,0.196
1282521,1.339,2.18,0.106,0.173,0.016,0.078,0.422,0.205
1283521,4.936,2.04,0.131,0.134,0.01,0.068,0.469,0.188
1284521,2.939,2.2,0.113,0.151,0.011,0.063,0.45,0.212
1285521,4.9058,2.16,0.135,0.141,0.01,0.068,0.461,0.185
1286521,3.6764,1.98,0.121,0.156,0.011,0.052,0.443,0.217
1287521,1.62,2.13,0.133,0.141,0.009,0.051,0.46,0.206
1288521,3.985,2.05,0.133,0.138,0.003,0.052,0.475,0.199
1289521,3.307,2.14,0.133,0.149,0.017,0.053,0.459,0.189
1290521,2.428,2.03,0.13,0.152,0.017,0.047,0.469,0.185
1291521,0.688,2.01,0.121,0.154,0.024,0.059,0.443,0.199
1292521,2.087,1.93,0.133,0.15,0.019,0.053,0.461,0.184
1293521,5.707,2.0,0.142,0.133,0.016,0.053,0.461,0.195
1294521,3.073,1.98,0.139,0.146,0.017,0.043,0.474,0.181
1295521,2.539,2.11,0.124,0.16,0.015,0.05,0.465,0.186
1296521,3.5004,2.16,0.136,0.158,0.017,0.045,0.447,0.197
1297521,4.5744,2.14,0.147,0.149,0.012,0.044,0.429,0.219
1298521,1.321,1.93,0.143,0.139,0.019,0.041,0.442,0.216
1299521,2.3234,2.05,0.137,0.156,0.019,0.045,0.447,0.196
1300521,2.599,2.24,0.134,0.149,0.014,0.05,0.439,0.214
1301521,2.966,2.06,0.135,0.142,0.018,0.042,0.474,0.189
1302521,1.011,2.16,0.128,0.155,0.009,0.046,0.46,0.202
1303521,2.276,1.96,0.133,0.132,0.018,0.039,0.451,0.227
1304521,2.925,1.98,0.143,0.13,0.018,0.036,0.471,0.202
1305521,2.238,1.92,0.136,0.133,0.02,0.032,0.483,0.196
1306521,3.405,2.03,0.129,0.133,0.021,0.055,0.445,0.217
1307521,4.697,2.05,0.137,0.128,0.019,0.033,0.493,0.19
1308521,1.152,1.97,0.152,0.122,0.024,0.04,0.482,0.18
1309521,4.4144,2.06,0.133,0.137,0.024,0.041,0.482,0.183
1310521,5.193,1.94,0.125,0.151,0.023,0.043,0.477,0.181
1311521,1.892,2.08,0.109,0.153,0.038,0.047,0.473,0.18
1312521,1.54,2.12,0.129,0.13,0.027,0.032,0.495,0.187
1313521,2.669,1.94,0.145,0.119,0.027,0.039,0.482,0.188
1314521,4.0094,2.03,0.133,0.135,0.03,0.04,0.475,0.187
1315521,1.777,2.0,0.133,0.148,0.017,0.033,0.474,0.195
1316521,2.7046,2.1,0.123,0.161,0.04,0.04,0.479,0.157
1317521,4.497,1.95,0.148,0.128,0.025,0.034,0.491,0.174
1318521,1.66,1.99,0.135,0.146,0.022,0.03,0.499,0.168
1319521,1.357,2.07,0.141,0.138,0.032,0.034,0.481,0.174
1320521,2.5014,1.87,0.162,0.131,0.03,0.037,0.476,0.164
1321521,0.654,2.07,0.125,0.148,0.021,0.033,0.489,0.184
1322521,2.9834,2.09,0.157,0.124,0.025,0.037,0.484,0.173
1323521,2.646,2.0,0.148,0.144,0.028,0.038,0.459,0.183
1324521,3.8114,1.93,0.164,0.12,0.03,0.04,0.48,0.166
1325521,2.853,2.03,0.146,0.144,0.017,0.046,0.462,0.185
1326521,2.153,2.01,0.131,0.138,0.022,0.045,0.484,0.18
1327521,4.111,2.13,0.145,0.138,0.026,0.03,0.48,0.181
1328521,3.241,1.95,0.148,0.117,0.028,0.039,0.495,0.173
1329521,3.351,2.25,0.142,0.134,0.032,0.043,0.478,0.171
1330521,1.984,1.96,0.126,0.142,0.024,0.039,0.491,0.178
1331521,0.134,1.89,0.151,0.138,0.04,0.041,0.48,0.15
1332521,1.598,2.02,0.145,0.121,0.032,0.034,0.517,0.151
1333521,4.4212,2.06,0.143,0.142,0.036,0.047,0.479,0.153
1334521,4.0158,1.93,0.13,0.139,0.019,0.053,0.489,0.17
1335521,2.5184,2.34,0.123,0.143,0.029,0.035,0.479,0.191
1336521,3.681,2.13,0.125,0.153,0.031,0.034,0.49,0.167
1337521,3.5304,2.03,0.144,0.133,0.037,0.04,0.481,0.165
1338521,3.146,2.03,0.133,0.131,0.028,0.034,0.496,0.178
1339521,1.529,1.96,0.14,0.141,0.041,0.041,0.479,0.158
1340521,2.577,2.06,0.122,0.143,0.034,0.05,0.47,0.181
1341521,3.066,1.91,0.133,0.141,0.036,0.039,0.489,0.162
1342521,3.651,1.8,0.15,0.12,0.038,0.043,0.469,0.18
1343521,4.627,1.95,0.129,0.137,0.036,0.047,0.467,0.184
1344521,3.5494,1.96,0.15,0.112,0.047,0.037,0.485,0.169
1345521,1.417,1.88,0.16,0.107,0.033,0.04,0.491,0.169
1346521,5.3406,2.03,0.151,0.123,0.029,0.03,0.493,0.174
1347521,3.955,1.97,0.146,0.129,0.041,0.027,0.49,0.167
1348521,5.219,1.96,0.14,0.12,0.025,0.033,0.522,0.16
1349521,4.269,1.98,0.156,0.108,0.035,0.03,0.512,0.159
1350521,3.803,2.02,0.148,0.116,0.031,0.033,0.504,0.168
1351521,3.0006,2.02,0.141,0.127,0.027,0.037,0.502,0.166
1352521,2.397,2.05,0.146,0.135,0.038,0.04,0.49,0.151
1353521,2.208,2.05,0.153,0.119,0.024,0.04,0.489,0.175
1354521,3.88,1.96,0.145,0.112,0.027,0.042,0.487,0.187
1355521,3.079,1.83,0.135,0.13,0.025,0.043,0.492,0.175
1356521,3.441,1.92,0.151,0.126,0.031,0.038,0.488,0.166
1357521,3.5164,1.94,0.144,0.137,0.036,0.042,0.469,0.172
1358521,4.5574,2.03,0.142,0.139,0.029,0.042,0.462,0.186
1359521,1.183,1.88,0.156,0.119,0.026,0.047,0.476,0.176
1360521,1.863,2.03,0.122,0.154,0.032,0.061,0.477,0.154
1361521,4.075,2.13,0.151,0.139,0.035,0.04,0.479,0.156
1362521,3.136,2.18,0.141,0.141,0.041,0.048,0.456,0.173
1363521,0.509,2.07,0.154,0.142,0.034,0.04,0.466,0.164
1364521,3.139,1.93,0.142,0.151,0.028,0.043,0.479,0.157
1365521,0.8812,1.92,0.144,0.137,0.024,0.031,0.479,0.185
1366521,5.682,2.16,0.132,0.144,0.03,0.038,0.488,0.168
1367521,3.908,2.01,0.158,0.129,0.028,0.045,0.484,0.156
1368521,0.491,1.97,0.139,0.131,0.028,0.042,0.486,0.174
1369521,0.13,1.89,0.163,0.123,0.019,0.052,0.478,0.165
1370521,1.522,1.93,0.137,0.149,0.023,0.035,0.48,0.176
1371521,3.597,1.87,0.171,0.129,0.027,0.038,0.481,0.154
1372521,-0.745,1.98,0.15,0.139,0.023,0.037,0.496,0.155
1373521,2.719,2.03,0.164,0.131,0.028,0.031,0.487,0.159
1374521,4.293,1.84,0.158,0.132,0.023,0.035,0.494,0.158
1375521,3.912,1.84,0.17,0.124,0.017,0.037,0.49,0.162
1376521,2.536,2.02,0.163,0.133,0.017,0.039,0.476,0.172
1377521,5.277,1.95,0.16,0.142,0.016,0.045,0.464,0.173
1378521,3.823,1.99,0.148,0.165,0.021,0.041,0.473,0.152
1379521,3.8178,2.12,0.131,0.179,0.032,0.043,0.442,0.173
1380521,2.865,1.96,0.15,0.165,0.026,0.037,0.446,0.176
1381521,2.882,2.0,0.169,0.128,0.017,0.026,0.487,0.173
